Parish name,Acadia,Allen,Ascension,Assumption,Avoyelles,Beauregard,Bienville,Bossier,Caddo,Calcasieu,Caldwell,Cameron,Catahoula,Claiborne,Concordia,De Soto,East Baton Rouge,East Carroll,East Feliciana,Evangeline,Franklin,Grant,Iberia,Iberville,Jackson,Jefferson,Jefferson Davis,Lafayette,Lafourche,LaSalle,Lincoln,Livingston,Madison,Morehouse,Natchitoches,Orleans,Ouachita,Plaquemines,Pointe Coupee,Rapides,Red River,Richland,Sabine,St. Bernard,St. Charles,St. Helena,St. James,St. John the Baptist,St. Landry,St. Martin,St. Mary,St. Tammany,Tangipahoa,Tensas,Terrebonne,Union,Vermilion,Vernon,Washington,Webster,West Baton Rouge,West Carroll,West Feliciana,Winn
Caldwell,125.36511494691706,107.72067213790145,148.43661431155465,163.36805865815853,70.34239313978688,123.09566021866354,57.763480769019154,95.92626077331116,108.6289879738798,147.9367689363844,0.0,165.57431582424445,33.37608782744945,71.90197981494497,52.643959863632844,95.11691642350372,122.9293329997967,67.82415758353144,106.705375987306,95.48934760311951,26.118945381981746,42.79465259803662,152.9935176191812,134.26403987245374,29.60707718447032,197.85084491950326,132.32940519856803,129.9485176848446,200.9740579369629,28.75116258033554,47.53080595705025,140.40014812521255,54.504567730518346,53.40980651878756,62.94104222181034,190.42361149703626,26.68476587930152,235.79509659371237,100.03846536351477,66.30210432293308,71.7477703067759,30.493618593940308,92.09854266036801,215.8103726590639,183.2649149845513,120.66652049973817,162.50445999193633,166.91419780420597,103.10961265773042,138.57747254455055,168.14137121625566,172.46815679427456,142.9305645970906,45.99552377703591,198.89160868323484,53.12899580857053,155.21861778158714,92.53035414842134,149.3852751775459,83.0888387997997,121.88520788741596,61.534028734534246,93.1237464148429,32.2073466545747
Cameron,54.86947048501178,57.855042320445,138.63726330722835,128.029317489118,109.1043399649486,54.005527641381185,170.49009874338586,194.6363770820153,190.7757260991588,26.29229116691123,165.57431582424445,0.0,147.08960342199686,203.3906500059775,142.34998037172545,153.60902853310245,133.57158559039277,228.39437948807182,144.6646955916416,75.32024125708773,179.79970546496074,124.63398610593464,87.81809726778263,113.59988813376722,171.37081660150372,184.2259959337878,35.318470319887524,71.45188018196117,167.7735021913849,138.48396154167168,190.40762913955788,152.6351915253785,206.8081313254544,218.93117956041883,127.43878068754572,196.2373910057068,189.5878084226801,217.6498575154289,111.20872937188327,99.29428731474827,153.02532065017456,194.5696194082422,118.2917729922122,218.43007152819757,170.19370356663637,162.0539527487663,144.3708692007416,164.1496371195719,86.78430336169144,96.64077044038454,105.37561442759608,197.15564481071414,174.5677220259779,183.22421119468592,143.5759962216347,209.3537305979848,52.24016041853893,84.93103533728052,200.02511083740094,195.70747682127396,119.64760887668851,225.4434323055752,126.52417271555625,146.30637413202342
Catahoula,100.52484365042982,90.82920309742254,115.06327595931586,130.19186708385973,41.65341847411933,113.01286778424118,85.09632049185583,124.40661478247465,134.9492497193949,133.59640400633535,33.37608782744945,147.08960342199686,0.0,104.285252662,19.477354779456736,114.34397300335749,89.56441050633177,81.75418034893202,73.82515967815131,72.56448329748474,33.75534610232527,42.24954602787269,122.09445314013756,101.36820861165474,60.51006564845361,164.940408760703,112.15066454971922,101.36029207177255,167.62296252734643,18.48726512010849,80.33357320743188,107.42462374594844,59.77303394953274,79.55986607309659,73.69413477515187,158.43483732348432,58.805894432254235,203.19065494296356,67.50368681355226,51.77880662753869,92.56119725324403,52.01832906150323,100.9296128020379,184.15741312707013,150.17047050286217,88.93957000605462,129.13247988313225,133.9201036862431,74.12872252401564,106.83600086227632,136.10341027349588,141.5470831509965,111.45557812798695,37.73156384719007,165.74535003777237,86.05597460117097,128.53061360876774,87.88714452817895,120.68992484729856,113.1753333245133,88.70125520542052,80.63750527972852,59.780389653549996,50.26902860630758
Claiborne,177.82060166815975,149.8163706727531,218.38632923369434,231.4272343529091,133.7582346777537,151.18334137343635,32.94733035974328,36.83653281924821,54.27806193148493,179.9512142917825,71.90197981494497,203.3906500059775,104.285252662,0.0,123.76008234764642,68.35759606392844,193.13826220940626,102.6909677892295,178.10971812043908,148.37867833674784,90.6575765173391,88.06013921199346,215.00608397641028,201.59683436692106,44.05292751045636,269.2142729618282,176.35787551475727,188.43007544000145,271.08752670843114,92.87296672815526,24.57119559226608,211.69371733028726,107.0287380579874,69.47370775921159,75.97477591391632,262.29833225798797,54.46111153508372,307.4445551043618,167.15254761420888,115.15175989564715,54.14239960695411,77.08916189668408,92.70524471268385,287.71227047704684,254.35039673875707,192.55320593928016,232.43535332951234,238.17345516750868,163.9346767510085,202.85202747447426,232.48569547332127,244.3009314236111,214.8324089756448,112.09354356084826,266.5351297632415,36.13643252587375,208.85358469449534,118.64243743473105,220.49811400944196,21.133504996710528,190.41212463829694,89.59407705864817,162.80815891134924,64.06795040747141
Concordia,91.85972772434975,89.15097671705949,95.9235367090795,111.7826065461794,33.25008743025565,114.98322085747087,103.84987839557265,143.1823501363935,153.09433668319417,132.1086047965924,52.643959863632844,142.34998037172545,19.477354779456736,123.76008234764642,0.0,130.41288577850372,70.38227136395548,91.779627861273,54.354929441877836,67.09623836284796,47.40308057947794,55.28535865671724,106.85724520170585,83.59611878191735,79.94059763492567,145.4630737018233,107.03167914526792,89.00109233710238,148.36806414724563,34.58006064782434,99.79685423079806,87.94788030091705,67.45806100306088,95.16720087173059,87.98022121561971,139.15449283343807,77.30040954129333,183.737798697405,50.78550455444229,55.50029466404913,109.53284116560599,67.35640129643568,113.30719872227779,164.97800561094877,130.711879907795,69.88579982720105,109.97390240526136,114.44546624640721,62.25408437356408,90.73253811112087,119.39002309129683,122.73405231240449,92.45318730640253,42.179162254537864,147.33847436589184,104.75702059950915,117.47042284300433,94.2850954821677,103.19495128557892,132.33969945826735,70.40756286579318,93.13168516514388,41.12223295854365,68.01985562944934
De Soto,144.72149412974517,110.5665634141204,210.51756154481825,217.3272301886415,122.62026372560251,99.68258668845917,44.69082206217995,43.62102213813144,37.170289297878135,127.79535751614472,95.11691642350372,153.60902853310245,114.34397300335749,68.35759606392844,130.41288577850372,0.0,187.9991262743969,153.54654360758047,179.51652739284577,120.5893231060112,121.15191473229432,76.06570443354336,190.51940016872337,187.96830581470965,71.177494499973,265.2171078619226,134.7559522259004,161.4057957026748,261.08449231139815,96.31326481985298,73.16274049090384,210.01515202474835,147.6758149093321,124.77240033433579,44.08630050814704,264.0618788244181,97.1166244846571,304.5047569094744,156.66012540776623,92.32111707876892,23.464722966832813,118.25810491341153,35.521013266976766,290.36769802095563,249.30122412297334,197.96183253102691,223.65006728246394,234.8466828182871,143.36551478436323,183.1369920858165,210.6009083068752,250.754561459368,220.20995862414807,140.7542091906336,249.53080232406373,95.91632174354982,173.7641646834426,72.9497448573194,233.49691231348376,51.08455716346328,180.59127657406574,142.53092556641323,159.00795277683042,65.06288509374288
East Baton Rouge,80.42347422460246,103.53894992612595,25.548779705427183,43.85203221643731,65.38031235228405,134.15624646453458,170.11962541095943,208.86791031783656,216.37591984885805,136.78416345418245,122.9293329997967,133.57158559039277,89.56441050633177,193.13826220940626,70.38227136395548,187.9991262743969,0.0,151.3989916365136,21.344202822344787,79.15562502086462,115.0828939990073,113.50020546712396,58.28491342480071,24.516870081695455,149.08637782869127,77.6310049220647,104.28992636654834,62.1797096042051,78.07256074000232,100.68401797643114,169.63258310938778,22.955403275331463,126.11048291340518,162.63051892411062,143.94775838996603,76.87099332006781,147.56500980727316,116.83729203141421,32.32548067352907,96.78343537873786,170.55968447589387,135.3614574163049,162.06308264832802,103.06301840215518,62.014203510324535,30.132478156562996,39.59164675039195,46.88696518175842,54.416377658376206,41.62951713991899,60.15329424323644,68.42309463659332,41.56585275549467,101.85906426875512,78.5990761672746,175.06566467302235,87.60894544253696,130.23664075231684,66.45364313728726,199.70904709332788,13.934988426404518,156.48878231340154,30.43488969281007,133.05732339239657
East Carroll,182.01367761114588,171.2661166791976,175.27657412611518,195.25040701181305,122.68147291263087,189.8300780237016,109.55745446919144,138.12092915944618,154.6697464062392,213.19267526332885,67.82415758353144,228.39437948807182,81.75418034893202,102.6909677892295,91.779627861273,153.54654360758047,151.3989916365136,0.0,130.51832767150384,154.30656987372635,48.6034052645892,110.0819213098504,197.55880236089715,170.57688269284657,82.72992200794287,213.1643968261207,193.71085151038864,180.76185387375094,223.34202448420095,90.71939330069479,83.82955708066324,160.74635298629138,25.368964572482014,33.54520521190786,129.29331621537466,199.08736103014908,56.43882771820754,246.39181891107353,141.0370536112288,130.32119015835082,130.6751823162646,37.69740376955513,158.02383970092728,220.88440665670754,201.54781640511948,135.2125557090208,188.21645034415653,185.13450273826686,153.85697832186904,180.7133538549425,207.87852133636835,176.8236122029762,153.09757322638512,50.7232696601074,229.60555719257778,66.70096647780751,209.00635383300562,160.13638329805806,147.323258155195,122.32981363714647,156.3887807334976,13.478642112226876,128.11381922313288,98.36496950484607
East Feliciana,89.96673756870898,106.87718069280656,44.909243436609586,64.94380122384477,58.942314329705454,137.37866217852098,157.37829953024783,196.59402176483923,205.44507022089593,144.269939193103,106.705375987306,144.6646955916416,73.82515967815131,178.10971812043908,54.354929441877836,179.51652739284577,21.344202822344787,130.51832767150384,0.0,81.31032872976907,96.19145854574403,103.61985449073526,77.09351007652495,44.28082030319301,134.28210629077432,91.15548412477142,112.6887556789184,74.97787132932615,95.58243717788469,87.39613352306343,154.07599520374188,33.70816751656804,105.31992673972893,143.17002368230385,135.5809668317723,85.44305762868808,130.1414484942855,129.4002526315241,34.325305955842,91.56240462008527,160.45513633514759,116.32777079131279,156.61817605534839,111.57329649326874,76.64347573710248,19.990435579235825,58.333901870513415,60.21766299864615,59.615486681888385,59.66562498650932,81.11477529593779,71.3521763105863,40.93967441389339,81.56995609765104,99.10426005530103,157.63561466282334,102.7993042430558,128.24107362270203,59.73643093100098,186.34708951594402,30.72303880965181,136.06847637047622,22.38401161730571,120.74060064770912
Evangeline,30.19480272622257,25.66168890955902,96.25075835377511,98.50940527558734,33.9179415119471,56.07000596648964,117.9160986154928,151.7475521829753,154.41700343284108,66.41723172079003,95.48934760311951,75.32024125708773,72.56448329748474,148.37867833674784,67.09623836284796,120.5893231060112,79.15562502086462,154.30656987372635,81.31032872976907,0.0,105.98448125359224,60.67716035761338,70.1034182812551,70.86376645864415,108.75095647792084,150.8628447268265,40.024522712504954,41.354375076476806,143.0684728274193,66.90922136123719,129.9244610431365,101.97201769124659,131.93705239965055,148.41205711659393,79.77379405126113,154.74317722672222,121.442195647259,189.53442499672647,47.94143453829065,33.22740186930607,108.98471324403306,122.37580992508558,89.12014420217275,180.41042818802745,134.88229862345727,101.06629374397109,107.78211478051848,122.74311095996669,25.45920608155046,63.04400320745614,90.01468430460396,147.53594962431222,119.30899958806185,107.98515364635145,129.23405082832477,144.90043395460435,60.97921514325789,53.103548658882964,140.9404642643109,147.27373688814495,67.66644025740028,152.50781054583913,59.546097789663065,84.83368059231658
Franklin,134.26278690523267,122.69207819205617,140.40530277939484,157.93351863307964,75.34305624463931,142.1119479431971,82.2811823383307,118.96552605480831,132.79131522356963,164.79290127666314,26.118945381981746,179.79970546496074,33.75534610232527,90.6575765173391,47.40308057947794,121.15191473229432,115.0828939990073,48.6034052645892,96.19145854574403,105.98448125359224,0.0,63.74862760021024,154.11936968878416,130.57401401332237,53.06985985425914,185.80605845745444,145.18380709377232,134.71861134812644,191.77228778067806,42.510856789236236,66.33626164742707,129.37977204979643,29.84633957337729,47.91909013340737,88.22330847529754,175.86303579495512,36.85210529942642,222.41693320900828,98.18834950045819,81.92519066892521,97.73762443308235,20.29450878489174,117.3650646282937,200.34215357590404,172.18039015907408,106.7681372086001,154.21537783919706,155.55289632574545,107.51877842789447,138.12894357853034,166.74196252270423,156.18192256688988,128.03374731081584,21.573819437073137,193.33338166613885,63.18926922495757,162.19890232384446,113.652948261496,130.66554853463552,104.99467710574204,116.99921385881062,46.89379983837497,87.65146779757411,58.006944205190734
Grant,90.60881489731393,67.13354880645613,137.24202573627267,147.040841744921,48.88167804330275,80.31544976425447,59.19473669401268,96.33450126875576,102.89889176611806,105.65254148258548,42.79465259803662,124.63398610593464,42.24954602787269,88.06013921199346,55.28535865671724,76.06570443354336,113.50020546712396,110.0819213098504,103.61985449073526,60.67716035761338,63.74862760021024,0.0,127.2558750736087,117.04206145645495,48.389513167446985,191.12422404647728,92.99913474952042,100.37124409216315,189.19241506425126,24.112846224099776,69.31010384684666,134.8708423933286,93.5736052877382,95.09165580514156,32.75585566785579,188.61069493191852,65.03449177782666,230.33501605432326,83.59024258530752,27.677604339228374,57.111315467845834,73.22095895225289,58.74842235348283,214.8814817485079,175.41721784519228,121.90198980624639,150.88811214144746,160.32865171613994,76.36171660598575,116.01077419268982,145.36359928199877,174.7433964307672,144.1900461112645,76.91406007474214,181.24534148156457,85.58347016208718,121.58375649568825,50.10703233873092,157.74337392202543,89.19572831495056,107.68576341751951,104.32477609406983,83.72250606904475,24.16909496692356
Iberia,48.99962804277277,83.76844776258908,53.463991719400546,40.2112953214117,82.84555135242734,109.43442158821355,186.20027681299192,221.3960673239428,224.5058987393462,100.15547155566826,152.9935176191812,87.81809726778263,122.09445314013756,215.00608397641028,106.85724520170585,190.51940016872337,58.28491342480071,197.55880236089715,77.09351007652495,70.1034182812551,154.11936968878416,127.2558750736087,0.0,33.81111613361234,172.8046109858781,96.55822525346748,69.7443446543881,29.234554945342357,81.6964808644206,125.27008836988057,194.3765068723174,70.73953157126189,172.4486144838243,201.45825268605023,149.75270858438952,108.69587274195797,179.6257129230144,131.37901037929024,56.52526537193134,101.6442998056028,178.91640909338622,173.69650372010432,158.02280420167236,130.61823215367644,82.37579562163361,88.19195376390655,56.951626734246155,77.16600667577613,51.089140584735446,17.61183977570817,20.839971892873947,111.83935119020987,93.83972893585828,146.8647985685328,61.696707992112934,205.76493351267308,35.7896718613729,120.34205177063262,120.55589761308642,216.01152173653512,46.377926937100355,199.88746494968828,70.21781403791111,150.96817858902372
Iberville,63.56279796670689,92.32091383481401,26.48303876733615,30.01826746762527,68.40985123830436,121.97585763428684,175.7733800769794,213.36779441243695,219.03844437913446,120.14295647481045,134.26403987245374,113.59988813376722,101.36820861165474,201.59683436692106,83.59611878191735,187.96830581470965,24.516870081695455,170.57688269284657,44.28082030319301,70.86376645864415,130.57401401332237,117.04206145645495,33.81111613361234,0.0,157.88842920737446,80.0867991196497,87.57737230764816,42.87935466599522,73.13029679042448,108.92374314931803,179.14792406409128,39.184088900322344,145.21540078872604,178.49225297961146,144.66573564615194,86.02991163720124,160.17099867214904,118.67195199756692,34.489644759556626,95.68262138895038,172.82696321845867,150.7580280166228,158.8784382579269,110.81931536208066,64.17075396785302,54.3903188326683,36.93345346734431,53.356114611224534,45.65484896808799,17.871239077780523,37.52421854737971,83.77435713547757,61.77231914242209,120.09471277158,64.96061720570596,187.3197124450058,64.93833208742662,123.93239683210665,88.1367260120485,205.77418649159105,14.291361796962477,174.41687142845785,42.998151144838396,138.95479276308646
Jackson,138.84211388531043,114.72447930682507,174.3380583620229,187.62023236486783,90.58689748529338,122.99003491623034,29.320874552321044,66.42403581449469,79.73841308743788,150.44381996421745,29.60707718447032,171.37081660150372,60.51006564845361,44.05292751045636,79.94059763492567,71.177494499973,149.08637782869127,82.72992200794287,134.28210629077432,108.75095647792084,53.06985985425914,48.389513167446985,172.8046109858781,157.88842920737446,0.0,225.30501235853367,140.96924387473456,147.27583846893071,227.03913364914558,48.983221094071965,21.57195066794406,167.78855027704918,77.05552827070183,56.75635058516066,50.87629232280034,218.88194526227653,26.50684568382886,263.6767974762201,123.40434184119688,76.03713681914297,48.024373296810765,47.13466384362713,77.56690944286663,244.49927723624273,210.36652461460292,149.25067826514714,188.39001776960077,194.241431636168,121.78121195642251,159.90460787487183,189.61371924103983,201.4891805904737,171.67627996054233,74.31566444187193,222.8490354034841,38.03709479623718,169.73014574288848,90.14327559114452,178.89787780279966,53.51046064628865,146.48111372804198,72.4782817465576,118.75725569866773,25.086069199989417
